,Country,Country_code_A3_birank
0,ABW,0.0011495387108743911
1,AFG,0.0021029940853137734
2,AGO,0.003574832889652647
3,AIA,0.0007754389353178087
4,AIR,0.013646225513387858
5,ALB,0.001697131538039793
6,ANT,0.001257054932542156
7,ARE,0.005924902388427306
8,ARG,0.007609640400113729
9,ARM,0.0017320158902170762
10,ATG,0.0010521781784967703
11,AUS,0.00918459544373464
12,AUT,0.004472023093838634
13,AZE,0.003016374513049132
14,BDI,0.001936575063184644
15,BEL,0.00480074786865527
16,BEN,0.0023770682519904758
17,BFA,0.002792073684957207
18,BGD,0.005652082569190786
19,BGR,0.003473699744224315
20,BHR,0.0029650643329564197
21,BHS,0.0015076610286328391
22,BIH,0.0026747788303224996
23,BLR,0.003937395163193775
24,BLZ,0.0013211614780362455
25,BMU,0.0010613313774103122
26,BOL,0.002919322506762186
27,BRA,0.015140993022264985
28,BRB,0.0012484971572690128
29,BRN,0.0017459422877284915
30,BTN,0.0017784305693776914
31,BWA,0.0018367518221201183
32,CAF,0.001449838487616204
33,CAN,0.011259390373609405
34,CHE,0.0033316229318776074
35,CHL,0.004963419379889219
36,CHN,0.04313031943331773
37,CIV,0.0030833411570422454
38,CMR,0.0031554289805432725
39,COD,0.00428516114833522
40,COG,0.0022017416586442586
41,COK,0.0008408087918256916
42,COL,0.005162154026717318
43,COM,0.0010726689413939228
44,CPV,0.0011237965304464
45,CRI,0.0021914614485883913
46,CUB,0.0033425640835287374
47,CYM,0.001069220185504711
48,CYP,0.001722721339729154
49,CZE,0.004863551522780019
50,DEU,0.01148433796782792
51,DJI,0.0011471167528513408
52,DMA,0.0009073015150246843
53,DNK,0.0033044240306893138
54,DOM,0.002984113541713772
55,DZA,0.00613376650778511
56,ECU,0.003609749458642996
57,EGY,0.007195000371598109
58,ERI,0.001402681540184573
59,ESH,0.0008980415103926045
60,ESP,0.007722194930017971
61,EST,0.0025047696135336263
62,ETH,0.006154710259592298
63,FIN,0.0045436457432902096
64,FJI,0.001394227992315815
65,FLK,0.000806369872497001
66,FRA,0.008628190432592988
67,FRO,0.0007752671957178515
68,GAB,0.002488019878151235
69,GBR,0.008667963289082961
70,GEO,0.0021428313928580616
71,GHA,0.003070291344922756
72,GIB,0.001022867738398764
73,GIN,0.002669732290556468
74,GLP,0.001241961616981901
75,GMB,0.0012331945157363672
76,GNB,0.001546092556472495
77,GNQ,0.0017590455067592724
78,GRC,0.003964478695379169
79,GRD,0.0009423272044282703
80,GRL,0.0009994144226590494
81,GTM,0.0036650433372316916
82,GUF,0.0012375116433847237
83,GUY,0.0015039071192756233
84,HKG,0.0030247278984135424
85,HND,0.0024296733220870274
86,HRV,0.002665703867745529
87,HTI,0.0022247925396307335
88,HUN,0.003839116029150019
89,IDN,0.012384955817594582
90,IND,0.023633498696664368
91,IRL,0.0031053640636028858
92,IRN,0.010642015825554685
93,IRQ,0.00611823693136407
94,ISL,0.0015796836740160016
95,ISR,0.0036821043544717396
96,ITA,0.008254050593957778
97,JAM,0.0018452406174110985
98,JOR,0.002623270619234104
99,JPN,0.013821521815667067
100,KAZ,0.006368379609962944
101,KEN,0.00409413150278843
102,KGZ,0.001973579138121009
103,KHM,0.003738704196829616
104,KIR,0.0008227539720340882
105,KNA,0.0009194887904874354
106,KOR,0.010412809025715224
107,KWT,0.004367671458297948
108,LAO,0.002956587766551424
109,LBN,0.0026371872994144603
110,LBR,0.002214149017406401
111,LBY,0.003765911715320209
112,LCA,0.001052436144076034
113,LKA,0.003351705916879305
114,LSO,0.001497349218275577
115,LTU,0.002558148157358073
116,LUX,0.0019597045604348895
117,LVA,0.002226130788430256
118,MAC,0.0013462472454269818
119,MAR,0.003999496156271481
120,MDA,0.002039734918695039
121,MDG,0.0028981176924054324
122,MDV,0.0012886167647224375
123,MEX,0.010171235042221793
124,MKD,0.001846785673074731
125,MLI,0.0024836996287779353
126,MLT,0.0012085258166083664
127,MMR,0.005060995907995251
128,MNG,0.0026917179762734832
129,MOZ,0.0030415668218503797
130,MRT,0.0017852325441374793
131,MTQ,0.0012486163225241772
132,MUS,0.0015503762271898039
133,MWI,0.002193109535817875
134,MYS,0.007056400208661461
135,NAM,0.0016800676875618691
136,NCL,0.0015771857189210963
137,NER,0.002309297567426878
138,NGA,0.010178660661376166
139,NIC,0.0021196957418641825
140,NLD,0.005775062468308402
141,NOR,0.0037456988361466905
142,NPL,0.003787860977382301
143,NZL,0.0033624150800973273
144,OMN,0.004478599885007208
145,PAK,0.008530349423867378
146,PAN,0.002167723544140127
147,PER,0.0041018112065010146
148,PHL,0.006734904593236071
149,PLW,0.0011478228540602105
150,PNG,0.00205923638812967
151,POL,0.007750978079458271
152,PRI,0.0012022521069966683
153,PRK,0.004138523665591661
154,PRT,0.003797729034563357
155,PRY,0.0028331769301382457
156,PYF,0.0010961655866492809
157,QAT,0.0048169806689582866
158,REU,0.0013938197878367166
159,ROU,0.004652851593979511
160,RUS,0.01815798929120432
161,RWA,0.0018705960099372745
162,SAU,0.009715285998851315
163,SCG,0.003651011330705184
164,SDN,0.0038358589628602474
165,SEA,0.016480020620401395
166,SEN,0.002358922438404093
167,SGP,0.003639693271584495
168,SHN,0.000761106440748525
169,SLB,0.0009793274452498352
170,SLE,0.0020046427619979856
171,SLV,0.0021423799762269155
172,SOM,0.0026274507676474768
173,SPM,0.0008357136578232983
174,STP,0.0009329271691402749
175,SUR,0.0014098275637067059
176,SVK,0.0033191814058141757
177,SVN,0.002400367858215616
178,SWE,0.004633162817524277
179,SWZ,0.0018337158862958337
180,SYC,0.001095351811032721
181,SYR,0.002778494532533115
182,TCA,0.0009084313393948644
183,TCD,0.002282220429870066
184,TGO,0.0019433933089171964
185,THA,0.009437899419703574
186,TJK,0.0020628469543132765
187,TKM,0.004619131054313686
188,TLS,0.0011004727929250935
189,TON,0.0008737342580201423
190,TTO,0.003222170036135045
191,TUN,0.002897529031031868
192,TUR,0.008827423036635097
193,TWN,0.006885182222770997
194,TZA,0.004341619631937825
195,UGA,0.004246976737733017
196,UKR,0.006651361344090805
197,URY,0.002525449837860454
198,USA,0.029843307566399215
199,UZB,0.00505187052563872
200,VCT,0.0009201155003034963
201,VEN,0.00528434556274869
202,VGB,0.0008826139713295453
203,VNM,0.00880215978694531
204,VUT,0.0009338253635059725
205,WSM,0.0009653153615762845
206,YEM,0.0021730141241599896
207,ZAF,0.009358382205706634
208,ZMB,0.003004062703541362
209,ZWE,0.0032619459444234986
