,ipcc_code_2006_for_standard_report,Country_code_A3,Name,ipcc_code_2006_for_standard_report_name,Y_1990
98,1.A.1.a,KGZ,Kyrgyzstan,Main Activity Electricity and Heat Production,3922.620279
99,1.A.1.a,KHM,Cambodia,Main Activity Electricity and Heat Production,147.82755996
100,1.A.1.a,KIR,Kiribati,Main Activity Electricity and Heat Production,5.434682699
101,1.A.1.a,KNA,Saint Kitts and Nevis,Main Activity Electricity and Heat Production,21.77656715
102,1.A.1.a,KOR,Korea. Republic of,Main Activity Electricity and Heat Production,57274.0755
103,1.A.1.a,KWT,Kuwait,Main Activity Electricity and Heat Production,16304.2981
104,1.A.1.a,LAO,Lao People's Democratic Republic,Main Activity Electricity and Heat Production,82.855482319
105,1.A.1.a,LBN,Lebanon,Main Activity Electricity and Heat Production,2781.663151
106,1.A.1.a,LBR,Liberia,Main Activity Electricity and Heat Production,114.59160612000001
107,1.A.1.a,LBY,Libyan Arab Jamahiriya,Main Activity Electricity and Heat Production,8002.208855
108,1.A.1.a,LCA,Saint Lucia,Main Activity Electricity and Heat Production,78.427930307
109,1.A.1.a,LKA,Sri Lanka,Main Activity Electricity and Heat Production,6.22296
110,1.A.1.a,LSO,Lesotho,Main Activity Electricity and Heat Production,36.50989913
111,1.A.1.a,LTU,Lithuania,Main Activity Electricity and Heat Production,12134.11048
112,1.A.1.a,LUX,Luxembourg,Main Activity Electricity and Heat Production,1781.90232
113,1.A.1.a,LVA,Latvia,Main Activity Electricity and Heat Production,10097.526841
114,1.A.1.a,MAC,Macao,Main Activity Electricity and Heat Production,306.676089693
115,1.A.1.a,MAR,Morocco,Main Activity Electricity and Heat Production,7646.87793
116,1.A.1.a,MDA,Moldova. Republic of,Main Activity Electricity and Heat Production,13656.02052
117,1.A.1.a,MDG,Madagascar,Main Activity Electricity and Heat Production,214.87097668
118,1.A.1.a,MDV,Maldives,Main Activity Electricity and Heat Production,30.570297434
119,1.A.1.a,MEX,Mexico,Main Activity Electricity and Heat Production,63963.92487
120,1.A.1.a,MKD,Macedonia. the former Yugoslav Republic of,Main Activity Electricity and Heat Production,5620.17264
121,1.A.1.a,MLI,Mali,Main Activity Electricity and Heat Production,105.9066763
122,1.A.1.a,MLT,Malta,Main Activity Electricity and Heat Production,1770.8805
123,1.A.1.a,MMR,Myanmar,Main Activity Electricity and Heat Production,1271.12244
124,1.A.1.a,MNG,Mongolia,Main Activity Electricity and Heat Production,6617.70854
125,1.A.1.a,MOZ,Mozambique,Main Activity Electricity and Heat Production,130.193658
126,1.A.1.a,MRT,Mauritania,Main Activity Electricity and Heat Production,153.47525374999998
127,1.A.1.a,MTQ,Martinique,Main Activity Electricity and Heat Production,633.494395474
128,1.A.1.a,MUS,Mauritius,Main Activity Electricity and Heat Production,690.75653
129,1.A.1.a,MWI,Malawi,Main Activity Electricity and Heat Production,200.69937859
130,1.A.1.a,MYS,Malaysia,Main Activity Electricity and Heat Production,16086.68333
131,1.A.1.a,NAM,Namibia,Main Activity Electricity and Heat Production,302.32363534200005
132,1.A.1.a,NCL,New Caledonia,Main Activity Electricity and Heat Production,344.180413789
133,1.A.1.a,NER,Niger,Main Activity Electricity and Heat Production,222.80062
134,1.A.1.a,NGA,Nigeria,Main Activity Electricity and Heat Production,5698.74477
135,1.A.1.a,NIC,Nicaragua,Main Activity Electricity and Heat Production,809.65354
136,1.A.1.a,NLD,Netherlands,Main Activity Electricity and Heat Production,43936.36189
137,1.A.1.a,NOR,Norway,Main Activity Electricity and Heat Production,726.5832399999999
138,1.A.1.a,NZL,New Zealand,Main Activity Electricity and Heat Production,4162.676609
139,1.A.1.a,OMN,Oman,Main Activity Electricity and Heat Production,3453.90243
140,1.A.1.a,PAK,Pakistan,Main Activity Electricity and Heat Production,15476.9434
141,1.A.1.a,PAN,Panama,Main Activity Electricity and Heat Production,592.85808
142,1.A.1.a,PER,Peru,Main Activity Electricity and Heat Production,2750.86472
143,1.A.1.a,PHL,Philippines,Main Activity Electricity and Heat Production,10022.007279
144,1.A.1.a,PLW,Palau,Main Activity Electricity and Heat Production,462.3650537
145,1.A.1.a,PNG,Papua New Guinea,Main Activity Electricity and Heat Production,702.864441478
146,1.A.1.a,POL,Poland,Main Activity Electricity and Heat Production,223953.6297
147,1.A.1.a,PRK,Korea. Democratic People's Republic of,Main Activity Electricity and Heat Production,15980.3394
148,1.A.1.a,PRT,Portugal,Main Activity Electricity and Heat Production,15682.237219999999
149,1.A.1.a,PRY,Paraguay,Main Activity Electricity and Heat Production,186.55333399999998
150,1.A.1.a,PYF,French Polynesia,Main Activity Electricity and Heat Production,277.309356783
151,1.A.1.a,QAT,Qatar,Main Activity Electricity and Heat Production,5214.25377
152,1.A.1.a,REU,Reunion,Main Activity Electricity and Heat Production,187.040655017
153,1.A.1.a,ROU,Romania,Main Activity Electricity and Heat Production,74088.50074999999
154,1.A.1.a,RUS,Russian Federation,Main Activity Electricity and Heat Production,1193211.1400000001
155,1.A.1.a,RWA,Rwanda,Main Activity Electricity and Heat Production,164.14682826
156,1.A.1.a,SAU,Saudi Arabia,Main Activity Electricity and Heat Production,57932.74024
157,1.A.1.a,SCG,Serbia and Montenegro,Main Activity Electricity and Heat Production,40410.46814
158,1.A.1.a,SDN,Sudan,Main Activity Electricity and Heat Production,497.7337706
159,1.A.1.a,SEN,Senegal,Main Activity Electricity and Heat Production,1090.38865
160,1.A.1.a,SGP,Singapore,Main Activity Electricity and Heat Production,14569.47401
161,1.A.1.a,SHN,Saint Helena,Main Activity Electricity and Heat Production,2.139927738
162,1.A.1.a,SLB,Solomon Islands,Main Activity Electricity and Heat Production,51.991091663
163,1.A.1.a,SLE,Sierra Leone,Main Activity Electricity and Heat Production,190.55931653
164,1.A.1.a,SLV,El Salvador,Main Activity Electricity and Heat Production,150.1273114
165,1.A.1.a,SOM,Somalia,Main Activity Electricity and Heat Production,202.55655894
166,1.A.1.a,SPM,Saint Pierre and Miquelon,Main Activity Electricity and Heat Production,96.630819104
167,1.A.1.a,STP,Sao Tome and Principe,Main Activity Electricity and Heat Production,9.889652376
168,1.A.1.a,SUR,Suriname,Main Activity Electricity and Heat Production,644.13719281
169,1.A.1.a,SVK,Slovakia,Main Activity Electricity and Heat Production,13338.92654
170,1.A.1.a,SVN,Slovenia,Main Activity Electricity and Heat Production,6265.412547
171,1.A.1.a,SWE,Sweden,Main Activity Electricity and Heat Production,10889.415328
172,1.A.1.a,SWZ,Swaziland,Main Activity Electricity and Heat Production,242.93290719499998
173,1.A.1.a,SYC,Seychelles,Main Activity Electricity and Heat Production,63.632251724999996
174,1.A.1.a,SYR,Syrian Arab Republic,Main Activity Electricity and Heat Production,6480.19611
175,1.A.1.a,TCA,Turks and Caicos Islands,Main Activity Electricity and Heat Production,5.524039188
176,1.A.1.a,TCD,Chad,Main Activity Electricity and Heat Production,92.56254912
177,1.A.1.a,TGO,Togo,Main Activity Electricity and Heat Production,67.37913
178,1.A.1.a,THA,Thailand,Main Activity Electricity and Heat Production,28003.48222
179,1.A.1.a,TJK,Tajikistan,Main Activity Electricity and Heat Production,1534.29012
180,1.A.1.a,TKM,Turkmenistan,Main Activity Electricity and Heat Production,10072.755
181,1.A.1.a,TLS,Timor-Leste,Main Activity Electricity and Heat Production,0.276325342
182,1.A.1.a,TON,Tonga,Main Activity Electricity and Heat Production,29.173105345
183,1.A.1.a,TTO,Trinidad and Tobago,Main Activity Electricity and Heat Production,2750.64816
184,1.A.1.a,TUN,Tunisia,Main Activity Electricity and Heat Production,3812.66469
185,1.A.1.a,TUR,Turkey,Main Activity Electricity and Heat Production,33823.84862
186,1.A.1.a,TWN,Taiwan_Province of China,Main Activity Electricity and Heat Production,39602.72776
187,1.A.1.a,TZA,Tanzania_United Republic of,Main Activity Electricity and Heat Production,250.26534
188,1.A.1.a,UGA,Uganda,Main Activity Electricity and Heat Production,390.9246889
189,1.A.1.a,UKR,Ukraine,Main Activity Electricity and Heat Production,333159.4842
190,1.A.1.a,URY,Uruguay,Main Activity Electricity and Heat Production,374.41211100000004
191,1.A.1.a,USA,United States,Main Activity Electricity and Heat Production,2048520.0023999999
192,1.A.1.a,UZB,Uzbekistan,Main Activity Electricity and Heat Production,43805.22319
193,1.A.1.a,VCT,Saint Vincent and the Grenadines,Main Activity Electricity and Heat Production,34.662774511
194,1.A.1.a,VEN,Venezuela,Main Activity Electricity and Heat Production,16751.50853
195,1.A.1.a,VGB,Virgin Islands_British,Main Activity Electricity and Heat Production,19.643351555
196,1.A.1.a,VNM,Viet Nam,Main Activity Electricity and Heat Production,4880.070312
197,1.A.1.a,VUT,Vanuatu,Main Activity Electricity and Heat Production,33.302448071
198,1.A.1.a,WSM,Samoa,Main Activity Electricity and Heat Production,40.252412796
199,1.A.1.a,YEM,Yemen,Main Activity Electricity and Heat Production,1254.09702
200,1.A.1.a,ZAF,South Africa,Main Activity Electricity and Heat Production,143458.4243
201,1.A.1.a,ZMB,Zambia,Main Activity Electricity and Heat Production,93.128488
202,1.A.1.a,ZWE,Zimbabwe,Main Activity Electricity and Heat Production,6816.149472
203,1.A.1.bc,AGO,Angola,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,185.6276006
204,1.A.1.bc,ALB,Albania,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,205.9812083
205,1.A.1.bc,ANT,Netherlands Antilles,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,441.830191
206,1.A.1.bc,ARE,United Arab Emirates,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,848.98944
207,1.A.1.bc,ARG,Argentina,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,10214.13829
208,1.A.1.bc,AUS,Australia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,13154.21802
209,1.A.1.bc,AUT,Austria,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,5614.669504
210,1.A.1.bc,AZE,Azerbaijan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1977.696881
211,1.A.1.bc,BEL,Belgium,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,5765.498962
212,1.A.1.bc,BGD,Bangladesh,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,139.1235709
213,1.A.1.bc,BGR,Bulgaria,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1108.297441
214,1.A.1.bc,BHR,Bahrain,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2778.629815
215,1.A.1.bc,BLR,Belarus,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,4777.214792
216,1.A.1.bc,BOL,Bolivia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,772.026682
217,1.A.1.bc,BRA,Brazil,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,43453.40669
218,1.A.1.bc,BRB,Barbados,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1.96911
219,1.A.1.bc,BRN,Brunei Darussalam,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1447.945603
220,1.A.1.bc,CAN,Canada,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,40892.40197
221,1.A.1.bc,CHE,Switzerland,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,374.00958
222,1.A.1.bc,CHL,Chile,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2309.7139770000003
223,1.A.1.bc,CHN,China,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,85282.18395
224,1.A.1.bc,CIV,Cote d'Ivoire,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,176.1636938
225,1.A.1.bc,COD,Congo_the Democratic Republic of the,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,71.07935451
226,1.A.1.bc,COG,Congo,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3.11161158
227,1.A.1.bc,COL,Colombia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,4424.185082
228,1.A.1.bc,CRI,Costa Rica,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,118.3331588
229,1.A.1.bc,CUB,Cuba,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1229.859518
230,1.A.1.bc,CYP,Cyprus,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,85.71981384
231,1.A.1.bc,CZE,Czech Republic,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3596.12941
232,1.A.1.bc,DEU,Germany,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,30164.80492
233,1.A.1.bc,DNK,Denmark,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1352.7061
234,1.A.1.bc,DOM,Dominican Republic,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,30.4760736
235,1.A.1.bc,DZA,Algeria,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,12873.71137
236,1.A.1.bc,ECU,Ecuador,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,404.8624234
237,1.A.1.bc,EGY,Egypt,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2981.865915
238,1.A.1.bc,ERI,Eritrea,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,13.57569487
239,1.A.1.bc,ESP,Spain,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,11917.28949
240,1.A.1.bc,EST,Estonia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,454.5362889
241,1.A.1.bc,ETH,Ethiopia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,120.942744
242,1.A.1.bc,FIN,Finland,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1710.91912
243,1.A.1.bc,FRA,France,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,27754.58288
244,1.A.1.bc,GAB,Gabon,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,39.12974439
245,1.A.1.bc,GBR,United Kingdom,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,28425.87506
246,1.A.1.bc,GHA,Ghana,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,44.32900608
247,1.A.1.bc,GRC,Greece,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2119.669651
248,1.A.1.bc,GTM,Guatemala,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,78.85294632
249,1.A.1.bc,HND,Honduras,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,20.17283049
250,1.A.1.bc,HRV,Croatia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3488.094025
251,1.A.1.bc,HUN,Hungary,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2590.289969
252,1.A.1.bc,IDN,Indonesia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,25258.96544
253,1.A.1.bc,IND,India,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,16165.55407
254,1.A.1.bc,IRL,Ireland,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,190.3418265
255,1.A.1.bc,IRN,Iran. Islamic Republic of,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,5948.932022
256,1.A.1.bc,IRQ,Iraq,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2868.198391
257,1.A.1.bc,ISR,Israel,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2215.37383
258,1.A.1.bc,ITA,Italy,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,19478.80641
259,1.A.1.bc,JAM,Jamaica,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,140.0165226
260,1.A.1.bc,JOR,Jordan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,441.8676304
261,1.A.1.bc,JPN,Japan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,49246.59812
262,1.A.1.bc,KAZ,Kazakhstan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,5547.695848
263,1.A.1.bc,KEN,Kenya,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,258.1713054
264,1.A.1.bc,KOR,Korea. Republic of,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,7629.667947
265,1.A.1.bc,KWT,Kuwait,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,4198.012344
266,1.A.1.bc,LBN,Lebanon,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,15.55739226
267,1.A.1.bc,LBY,Libyan Arab Jamahiriya,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3676.272315
268,1.A.1.bc,LKA,Sri Lanka,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,144.57816
269,1.A.1.bc,LTU,Lithuania,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1575.688488
270,1.A.1.bc,LVA,Latvia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,26.14305817
271,1.A.1.bc,MAR,Morocco,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,277.056
272,1.A.1.bc,MDA,Moldova. Republic of,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,8.7078
273,1.A.1.bc,MEX,Mexico,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,30298.54289
274,1.A.1.bc,MMR,Myanmar,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,318.20463
275,1.A.1.bc,MYS,Malaysia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2895.962958
276,1.A.1.bc,NGA,Nigeria,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2546.96706
277,1.A.1.bc,NIC,Nicaragua,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,57.0726
278,1.A.1.bc,NLD,Netherlands,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,10268.37776
279,1.A.1.bc,NOR,Norway,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,6914.72646
280,1.A.1.bc,NZL,New Zealand,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,986.549389
281,1.A.1.bc,OMN,Oman,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2289.60468
282,1.A.1.bc,PAK,Pakistan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,537.92442
283,1.A.1.bc,PAN,Panama,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,91.86645
284,1.A.1.bc,PER,Peru,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1416.7977
285,1.A.1.bc,PHL,Philippines,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1570.405566
286,1.A.1.bc,POL,Poland,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,6266.401055
287,1.A.1.bc,PRK,Korea. Democratic People's Republic of,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,189.800311
288,1.A.1.bc,PRT,Portugal,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1429.30608
289,1.A.1.bc,PRY,Paraguay,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,25.40655
290,1.A.1.bc,QAT,Qatar,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2523.75314
291,1.A.1.bc,ROU,Romania,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,5365.342688
