,lapl_centr
SLV,0.0006694426411139434
SDN,0.0015522501116508602
TTO,0.0001687259534045297
LBN,0.0003228557725237771
JOR,8.170483712444277e-05
NIC,0.0004408781498725058
CRI,0.00033453447256322373
LBY,0.0004194075786977763
DOM,0.0010645012342180176
MUS,0.0004866090836048172
HTI,0.0005928980240192301
