,weight_deg
SLV,9201.914953322
SDN,21759.57426982099
TTO,6901.907313629999
LBN,5819.732042127001
JOR,2806.719775566
NIC,6401.770586252001
CRI,5094.356829315999
LBY,39730.59540854899
DOM,15259.058129664
MUS,5997.2150795259995
HTI,8172.680962238999
