,Country_code_A3,Country_code_A3_birank
126,MRT,6.510213097079043e-05
127,MTQ,3.460097826292957e-05
128,MUS,0.00041821335456591484
129,MWI,0.0004262843627795366
130,MYS,0.0011164774435868106
131,NAM,5.9887037948046e-05
132,NCL,2.977495714143676e-05
133,NER,0.00017967932453898547
134,NGA,0.008286540453202295
135,NIC,0.0003723494379921224
136,NLD,0.00693464271911977
137,NOR,0.0011858681540961268
138,NPL,0.0010917454619026369
139,NZL,0.0007800021558594109
140,OMN,1.4099842514992254e-05
141,PAK,0.0053067207644847915
142,PAN,0.00026180775000917463
143,PER,0.0019183400645496524
144,PHL,0.003029699525193568
145,PLW,7.295086064239615e-05
146,PNG,0.0001407118209885188
147,POL,0.01721033093629989
148,PRK,0.004279850848518268
149,PRT,0.001229828364734237
150,PRY,0.0004059997980468045
151,PYF,3.306493267159289e-06
152,QAT,0.00016319372088636767
153,REU,0.00016144558795953915
154,ROU,0.0071016872166985165
155,RUS,0.08148529821058759
156,RWA,0.0002869093224491057
157,SAU,0.0005296916894384017
158,SCG,0.0016622938407106105
159,SDN,0.0012797904370635163
160,SEN,0.00021905153959210833
161,SGP,0.00028390477273949763
162,SHN,1.5420100025767072e-07
163,SLB,3.2123309093872507e-06
164,SLE,0.00036565184271616555
165,SLV,0.0005503034970318012
166,SOM,0.00028587372333533566
167,SPM,4.35424292500601e-06
168,STP,4.078911878220711e-06
169,SUR,0.00010179909503404475
170,SVK,0.00226674896589619
171,SVN,0.00038240522549044527
172,SWE,0.0067225407971549115
173,SWZ,0.00027176961578050666
174,SYC,5.020424626604024e-06
175,SYR,0.0003186812532732225
176,TCA,5.2889693641868e-07
177,TCD,0.00024046143328181467
178,TGO,0.00012230783438370175
179,THA,0.002297094265545395
180,TJK,6.475681874009626e-05
181,TKM,0.0004356675903297482
182,TLS,5.028755101172273e-06
183,TON,5.027348889983353e-07
184,TTO,0.00016893709216382808
185,TUN,0.00030607724723447923
186,TUR,0.003689089317739722
187,TWN,0.0019064955253504528
188,TZA,0.0010378744409737758
189,UGA,0.00125459348827738
190,UKR,0.02490320248124289
191,URY,0.00041504938886165215
192,USA,0.2600873678412092
193,UZB,0.0016038670200947782
194,VCT,9.350351212317952e-06
195,VEN,0.0024128121966466337
196,VGB,1.1842080899194306e-06
197,VNM,0.0028316997270230212
198,VUT,2.1888296289633463e-06
199,WSM,4.4854912908243935e-06
200,YEM,5.372429808953289e-05
201,ZAF,0.01265371511708358
202,ZMB,0.0006716299955616563
203,ZWE,0.0015792728026983215
204,BEN,0.00013397246031607502
205,AIR,0.000979069194776865
206,PRI,3.6794491853940064e-05
207,SEA,0.00039934521376846496
208,FRO,3.43781271968944e-10
209,GRL,1.1354499146695152e-08
