,ipcc_code_2006_for_standard_report,Country_code_A3,Name,ipcc_code_2006_for_standard_report_name,Y_2000
62,1.A.1.a,FJI,Fiji,Main Activity Electricity and Heat Production,572.854899
63,1.A.1.a,FLK,Falkland Islands (Malvinas),Main Activity Electricity and Heat Production,45.638603879
64,1.A.1.a,FRA,France,Main Activity Electricity and Heat Production,52961.770970000005
65,1.A.1.a,GAB,Gabon,Main Activity Electricity and Heat Production,453.3389316
66,1.A.1.a,GBR,United Kingdom,Main Activity Electricity and Heat Production,192242.96110000001
67,1.A.1.a,GEO,Georgia,Main Activity Electricity and Heat Production,1681.87355
68,1.A.1.a,GHA,Ghana,Main Activity Electricity and Heat Production,478.0015484
69,1.A.1.a,GIB,Gibraltar,Main Activity Electricity and Heat Production,95.97603096
70,1.A.1.a,GIN,Guinea,Main Activity Electricity and Heat Production,446.4174964
71,1.A.1.a,GLP,Guadeloupe,Main Activity Electricity and Heat Production,791.47915422
72,1.A.1.a,GMB,Gambia,Main Activity Electricity and Heat Production,66.148571726
73,1.A.1.a,GNB,Guinea-Bissau,Main Activity Electricity and Heat Production,74.22078759
74,1.A.1.a,GNQ,Equatorial Guinea,Main Activity Electricity and Heat Production,54.73719324
75,1.A.1.a,GRC,Greece,Main Activity Electricity and Heat Production,44708.53825
76,1.A.1.a,GRD,Grenada,Main Activity Electricity and Heat Production,116.0083617
77,1.A.1.a,GTM,Guatemala,Main Activity Electricity and Heat Production,3786.930461
78,1.A.1.a,GUF,French Guiana,Main Activity Electricity and Heat Production,299.14852313
79,1.A.1.a,GUY,Guyana,Main Activity Electricity and Heat Production,417.6871159
80,1.A.1.a,HKG,Hong Kong,Main Activity Electricity and Heat Production,23047.90614
81,1.A.1.a,HND,Honduras,Main Activity Electricity and Heat Production,1052.9108019999999
82,1.A.1.a,HRV,Croatia,Main Activity Electricity and Heat Production,4227.733485
83,1.A.1.a,HTI,Haiti,Main Activity Electricity and Heat Production,191.0559527
84,1.A.1.a,HUN,Hungary,Main Activity Electricity and Heat Production,22185.45269
85,1.A.1.a,IDN,Indonesia,Main Activity Electricity and Heat Production,61959.366910000004
86,1.A.1.a,IND,India,Main Activity Electricity and Heat Production,459529.90369999997
87,1.A.1.a,IRL,Ireland,Main Activity Electricity and Heat Production,15443.231570060001
88,1.A.1.a,IRN,Iran. Islamic Republic of,Main Activity Electricity and Heat Production,70227.87295
89,1.A.1.a,IRQ,Iraq,Main Activity Electricity and Heat Production,25086.37099
90,1.A.1.a,ISL,Iceland,Main Activity Electricity and Heat Production,8.52456108
91,1.A.1.a,ISR,Israel,Main Activity Electricity and Heat Production,33235.54138
92,1.A.1.a,ITA,Italy,Main Activity Electricity and Heat Production,136763.657055
93,1.A.1.a,JAM,Jamaica,Main Activity Electricity and Heat Production,5641.273225
94,1.A.1.a,JOR,Jordan,Main Activity Electricity and Heat Production,6279.542083259999
95,1.A.1.a,JPN,Japan,Main Activity Electricity and Heat Production,432101.59638
96,1.A.1.a,KAZ,Kazakhstan,Main Activity Electricity and Heat Production,65977.93917
97,1.A.1.a,KEN,Kenya,Main Activity Electricity and Heat Production,2089.247015
98,1.A.1.a,KGZ,Kyrgyzstan,Main Activity Electricity and Heat Production,2010.329001
99,1.A.1.a,KHM,Cambodia,Main Activity Electricity and Heat Production,377.785955
100,1.A.1.a,KIR,Kiribati,Main Activity Electricity and Heat Production,13.47599975
101,1.A.1.a,KNA,Saint Kitts and Nevis,Main Activity Electricity and Heat Production,105.16318
102,1.A.1.a,KOR,Korea. Republic of,Main Activity Electricity and Heat Production,165382.7515601
103,1.A.1.a,KWT,Kuwait,Main Activity Electricity and Heat Production,24936.8125
104,1.A.1.a,LBN,Lebanon,Main Activity Electricity and Heat Production,7202.60458
105,1.A.1.a,LBR,Liberia,Main Activity Electricity and Heat Production,149.82908663
106,1.A.1.a,LBY,Libyan Arab Jamahiriya,Main Activity Electricity and Heat Production,15767.00369
107,1.A.1.a,LCA,Saint Lucia,Main Activity Electricity and Heat Production,179.31224289099998
108,1.A.1.a,LKA,Sri Lanka,Main Activity Electricity and Heat Production,3167.874183
109,1.A.1.a,LSO,Lesotho,Main Activity Electricity and Heat Production,103.98288608
110,1.A.1.a,LTU,Lithuania,Main Activity Electricity and Heat Production,4103.967519
111,1.A.1.a,LUX,Luxembourg,Main Activity Electricity and Heat Production,275.018951
112,1.A.1.a,LVA,Latvia,Main Activity Electricity and Heat Production,3130.9144770000003
113,1.A.1.a,MAC,Macao,Main Activity Electricity and Heat Production,608.2353436
114,1.A.1.a,MAR,Morocco,Main Activity Electricity and Heat Production,10878.55455
115,1.A.1.a,MDA,Moldova. Republic of,Main Activity Electricity and Heat Production,4070.443086
116,1.A.1.a,MDG,Madagascar,Main Activity Electricity and Heat Production,502.0832405
117,1.A.1.a,MDV,Maldives,Main Activity Electricity and Heat Production,261.4855527
118,1.A.1.a,MEX,Mexico,Main Activity Electricity and Heat Production,124788.7177
119,1.A.1.a,MKD,Macedonia. the former Yugoslav Republic of,Main Activity Electricity and Heat Production,6147.4302099999995
120,1.A.1.a,MLI,Mali,Main Activity Electricity and Heat Production,233.48974425
121,1.A.1.a,MLT,Malta,Main Activity Electricity and Heat Production,1586.6055
122,1.A.1.a,MMR,Myanmar,Main Activity Electricity and Heat Production,2354.50641
123,1.A.1.a,MNG,Mongolia,Main Activity Electricity and Heat Production,6576.39969
124,1.A.1.a,MOZ,Mozambique,Main Activity Electricity and Heat Production,69.18461
125,1.A.1.a,MRT,Mauritania,Main Activity Electricity and Heat Production,240.73372366
126,1.A.1.a,MTQ,Martinique,Main Activity Electricity and Heat Production,872.122193679
127,1.A.1.a,MUS,Mauritius,Main Activity Electricity and Heat Production,1841.40165
128,1.A.1.a,MWI,Malawi,Main Activity Electricity and Heat Production,422.4111193
129,1.A.1.a,MYS,Malaysia,Main Activity Electricity and Heat Production,37441.99306
130,1.A.1.a,NAM,Namibia,Main Activity Electricity and Heat Production,6.440368
131,1.A.1.a,NCL,New Caledonia,Main Activity Electricity and Heat Production,736.786635
132,1.A.1.a,NER,Niger,Main Activity Electricity and Heat Production,226.31966
133,1.A.1.a,NGA,Nigeria,Main Activity Electricity and Heat Production,6714.00873
134,1.A.1.a,NIC,Nicaragua,Main Activity Electricity and Heat Production,1877.458483
135,1.A.1.a,NLD,Netherlands,Main Activity Electricity and Heat Production,59937.13432
136,1.A.1.a,NOR,Norway,Main Activity Electricity and Heat Production,887.84419
137,1.A.1.a,NPL,Nepal,Main Activity Electricity and Heat Production,20.610072
138,1.A.1.a,NZL,New Zealand,Main Activity Electricity and Heat Production,7328.179015
139,1.A.1.a,OMN,Oman,Main Activity Electricity and Heat Production,7294.0314
140,1.A.1.a,PAK,Pakistan,Main Activity Electricity and Heat Production,32899.97878
141,1.A.1.a,PAN,Panama,Main Activity Electricity and Heat Production,1198.0191200000002
142,1.A.1.a,PER,Peru,Main Activity Electricity and Heat Production,3334.517914
143,1.A.1.a,PHL,Philippines,Main Activity Electricity and Heat Production,21606.29382
144,1.A.1.a,PLW,Palau,Main Activity Electricity and Heat Production,764.4954227
145,1.A.1.a,PNG,Papua New Guinea,Main Activity Electricity and Heat Production,1087.460195
146,1.A.1.a,POL,Poland,Main Activity Electricity and Heat Production,163225.8695
147,1.A.1.a,PRI,Puerto Rico,Main Activity Electricity and Heat Production,619.9635988
148,1.A.1.a,PRK,Korea. Democratic People's Republic of,Main Activity Electricity and Heat Production,11542.22554
149,1.A.1.a,PRT,Portugal,Main Activity Electricity and Heat Production,22953.370909999998
150,1.A.1.a,PYF,French Polynesia,Main Activity Electricity and Heat Production,295.4482594
151,1.A.1.a,QAT,Qatar,Main Activity Electricity and Heat Production,7079.2029
152,1.A.1.a,REU,Reunion,Main Activity Electricity and Heat Production,411.394122523
153,1.A.1.a,ROU,Romania,Main Activity Electricity and Heat Production,42247.09884
154,1.A.1.a,RUS,Russian Federation,Main Activity Electricity and Heat Production,879876.5435
155,1.A.1.a,RWA,Rwanda,Main Activity Electricity and Heat Production,184.16446802000002
156,1.A.1.a,SAU,Saudi Arabia,Main Activity Electricity and Heat Production,102458.0242
157,1.A.1.a,SCG,Serbia and Montenegro,Main Activity Electricity and Heat Production,36056.56323
158,1.A.1.a,SDN,Sudan,Main Activity Electricity and Heat Production,1319.334653
159,1.A.1.a,SEN,Senegal,Main Activity Electricity and Heat Production,1760.82906
160,1.A.1.a,SGP,Singapore,Main Activity Electricity and Heat Production,24786.61431
161,1.A.1.a,SHN,Saint Helena,Main Activity Electricity and Heat Production,2.02164186
162,1.A.1.a,SLB,Solomon Islands,Main Activity Electricity and Heat Production,96.88222269
163,1.A.1.a,SLE,Sierra Leone,Main Activity Electricity and Heat Production,157.2031491
164,1.A.1.a,SLV,El Salvador,Main Activity Electricity and Heat Production,1106.698776
165,1.A.1.a,SOM,Somalia,Main Activity Electricity and Heat Production,259.7956272
166,1.A.1.a,SPM,Saint Pierre and Miquelon,Main Activity Electricity and Heat Production,60.215567639
167,1.A.1.a,STP,Sao Tome and Principe,Main Activity Electricity and Heat Production,13.266196439
168,1.A.1.a,SUR,Suriname,Main Activity Electricity and Heat Production,274.099975
169,1.A.1.a,SVK,Slovakia,Main Activity Electricity and Heat Production,10728.38622
170,1.A.1.a,SVN,Slovenia,Main Activity Electricity and Heat Production,5681.713371999999
171,1.A.1.a,SWE,Sweden,Main Activity Electricity and Heat Production,19251.302496
172,1.A.1.a,SWZ,Swaziland,Main Activity Electricity and Heat Production,903.86947037
173,1.A.1.a,SYC,Seychelles,Main Activity Electricity and Heat Production,165.792457278
174,1.A.1.a,SYR,Syrian Arab Republic,Main Activity Electricity and Heat Production,14418.72864
175,1.A.1.a,TCA,Turks and Caicos Islands,Main Activity Electricity and Heat Production,60.562267853
176,1.A.1.a,TCD,Chad,Main Activity Electricity and Heat Production,127.55271216
177,1.A.1.a,TGO,Togo,Main Activity Electricity and Heat Production,99.22887
178,1.A.1.a,THA,Thailand,Main Activity Electricity and Heat Production,56933.17017
179,1.A.1.a,TJK,Tajikistan,Main Activity Electricity and Heat Production,571.84974
180,1.A.1.a,TKM,Turkmenistan,Main Activity Electricity and Heat Production,8922.44133
181,1.A.1.a,TON,Tonga,Main Activity Electricity and Heat Production,41.60184017
182,1.A.1.a,TTO,Trinidad and Tobago,Main Activity Electricity and Heat Production,3785.4287400000003
183,1.A.1.a,TUN,Tunisia,Main Activity Electricity and Heat Production,6122.570928
184,1.A.1.a,TUR,Turkey,Main Activity Electricity and Heat Production,68585.41703
185,1.A.1.a,TWN,Taiwan_Province of China,Main Activity Electricity and Heat Production,107911.65250000001
186,1.A.1.a,TZA,Tanzania_United Republic of,Main Activity Electricity and Heat Production,327.291
187,1.A.1.a,UGA,Uganda,Main Activity Electricity and Heat Production,734.0550853
188,1.A.1.a,UKR,Ukraine,Main Activity Electricity and Heat Production,132810.9104
189,1.A.1.a,URY,Uruguay,Main Activity Electricity and Heat Production,469.74158
190,1.A.1.a,USA,United States,Main Activity Electricity and Heat Production,2608207.8362
191,1.A.1.a,UZB,Uzbekistan,Main Activity Electricity and Heat Production,38673.14275
192,1.A.1.a,VCT,Saint Vincent and the Grenadines,Main Activity Electricity and Heat Production,100.40179239899999
193,1.A.1.a,VEN,Venezuela,Main Activity Electricity and Heat Production,16195.73751
194,1.A.1.a,VGB,Virgin Islands_British,Main Activity Electricity and Heat Production,74.861060576
195,1.A.1.a,VNM,Viet Nam,Main Activity Electricity and Heat Production,11495.19596
196,1.A.1.a,VUT,Vanuatu,Main Activity Electricity and Heat Production,34.85797063
197,1.A.1.a,WSM,Samoa,Main Activity Electricity and Heat Production,77.53720284
198,1.A.1.a,YEM,Yemen,Main Activity Electricity and Heat Production,3206.26251
199,1.A.1.a,ZAF,South Africa,Main Activity Electricity and Heat Production,189834.3054
200,1.A.1.a,ZMB,Zambia,Main Activity Electricity and Heat Production,55.052848
201,1.A.1.a,ZWE,Zimbabwe,Main Activity Electricity and Heat Production,5279.269154
202,1.A.1.bc,AGO,Angola,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,207.7921037
203,1.A.1.bc,ALB,Albania,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,96.96543454
204,1.A.1.bc,ANT,Netherlands Antilles,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2776.359604
205,1.A.1.bc,ARE,United Arab Emirates,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1725.93369
206,1.A.1.bc,ARG,Argentina,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,13231.01115
207,1.A.1.bc,AUS,Australia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,16547.2252
208,1.A.1.bc,AUT,Austria,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,6232.553509
209,1.A.1.bc,AZE,Azerbaijan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,991.8314303
210,1.A.1.bc,BEL,Belgium,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,5187.506244
211,1.A.1.bc,BGD,Bangladesh,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,197.6028116
212,1.A.1.bc,BGR,Bulgaria,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2491.94352
213,1.A.1.bc,BHR,Bahrain,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2690.118212
214,1.A.1.bc,BLR,Belarus,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2334.210638
215,1.A.1.bc,BOL,Bolivia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,652.1025668000001
216,1.A.1.bc,BRA,Brazil,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,42057.4614
217,1.A.1.bc,BRB,Barbados,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1.273123763
218,1.A.1.bc,BRN,Brunei Darussalam,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1383.749408
219,1.A.1.bc,CAN,Canada,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,53498.73184
220,1.A.1.bc,CHE,Switzerland,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,631.88514
221,1.A.1.bc,CHL,Chile,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2831.406262
222,1.A.1.bc,CHN,China,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,146631.9189
223,1.A.1.bc,CIV,Cote d'Ivoire,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,536.4278699
224,1.A.1.bc,COL,Colombia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,6521.199515
225,1.A.1.bc,CUB,Cuba,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,446.1146148
226,1.A.1.bc,CYP,Cyprus,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,104.2068566
227,1.A.1.bc,CZE,Czech Republic,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2556.793606
228,1.A.1.bc,DEU,Germany,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,28689.00427
229,1.A.1.bc,DNK,Denmark,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2258.4945999799997
230,1.A.1.bc,DOM,Dominican Republic,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,190.5684268
231,1.A.1.bc,DZA,Algeria,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,13332.0929
232,1.A.1.bc,ECU,Ecuador,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1977.824212
233,1.A.1.bc,EGY,Egypt,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,7358.626971
234,1.A.1.bc,ESP,Spain,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,13393.64056
235,1.A.1.bc,EST,Estonia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,78.03902449
236,1.A.1.bc,FIN,Finland,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3366.072616
237,1.A.1.bc,FRA,France,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,28395.14511
238,1.A.1.bc,GAB,Gabon,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,21.15536049
239,1.A.1.bc,GBR,United Kingdom,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,36811.82538
240,1.A.1.bc,GHA,Ghana,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,63.72282816
241,1.A.1.bc,GNQ,Equatorial Guinea,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,46.35610013
242,1.A.1.bc,GRC,Greece,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3020.284806
243,1.A.1.bc,GTM,Guatemala,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,30.4760736
244,1.A.1.bc,HRV,Croatia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1943.282644
245,1.A.1.bc,HUN,Hungary,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1753.159605
246,1.A.1.bc,IDN,Indonesia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,27412.8772
247,1.A.1.bc,IND,India,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,32094.40066
248,1.A.1.bc,IRL,Ireland,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,298.7686334
249,1.A.1.bc,IRN,Iran. Islamic Republic of,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,20828.01703
250,1.A.1.bc,IRQ,Iraq,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3662.024003
251,1.A.1.bc,ISR,Israel,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2787.886041
252,1.A.1.bc,ITA,Italy,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,17241.51124
253,1.A.1.bc,JAM,Jamaica,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,9.43141293
254,1.A.1.bc,JOR,Jordan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,463.8031387
255,1.A.1.bc,JPN,Japan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,50803.46021
256,1.A.1.bc,KAZ,Kazakhstan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,5412.108013
257,1.A.1.bc,KEN,Kenya,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,257.5758843
258,1.A.1.bc,KOR,Korea. Republic of,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,18874.14828
259,1.A.1.bc,KWT,Kuwait,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,6872.829445
260,1.A.1.bc,LBY,Libyan Arab Jamahiriya,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3596.67484
261,1.A.1.bc,LKA,Sri Lanka,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,151.495506
262,1.A.1.bc,LTU,Lithuania,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1132.508877
263,1.A.1.bc,LVA,Latvia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,99.68786806
264,1.A.1.bc,MAR,Morocco,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,357.40224
265,1.A.1.bc,MEX,Mexico,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,46763.29921
266,1.A.1.bc,MMR,Myanmar,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,419.49414
267,1.A.1.bc,MYS,Malaysia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,15260.27051
268,1.A.1.bc,NGA,Nigeria,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,7005.85709
269,1.A.1.bc,NIC,Nicaragua,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,78.649726
270,1.A.1.bc,NLD,Netherlands,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,10135.93152
271,1.A.1.bc,NOR,Norway,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,9429.42843
272,1.A.1.bc,NZL,New Zealand,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1287.130747
273,1.A.1.bc,OMN,Oman,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,5994.54108
274,1.A.1.bc,PAK,Pakistan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1551.442752
275,1.A.1.bc,PAN,Panama,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,142.1745
276,1.A.1.bc,PER,Peru,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,1674.61752
277,1.A.1.bc,PHL,Philippines,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2807.387562
278,1.A.1.bc,POL,Poland,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,9291.847222999999
279,1.A.1.bc,PRI,Puerto Rico,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,11.75329624
280,1.A.1.bc,PRK,Korea. Democratic People's Republic of,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,31.11478452
281,1.A.1.bc,PRT,Portugal,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,2232.11366
282,1.A.1.bc,QAT,Qatar,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,6747.18655
283,1.A.1.bc,ROU,Romania,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,7268.959672
284,1.A.1.bc,RUS,Russian Federation,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,55776.71309
285,1.A.1.bc,SAU,Saudi Arabia,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,14976.71471
286,1.A.1.bc,SDN,Sudan,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,146.42121
287,1.A.1.bc,SEN,Senegal,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,27.7056
288,1.A.1.bc,SGP,Singapore,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,8666.37792
289,1.A.1.bc,SLV,El Salvador,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,47.09945088
290,1.A.1.bc,SUR,Suriname,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,3.090328
